機関コード,コード連番,既存の識別コード,機関名,無効化フラグ,有効開始日時,有効終了日時,バージョン情報
"0620823211401700","1","20823211401700","愛知県豊田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823212201700","1","20823212201700","愛知県安城市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823213101700","1","20823213101700","愛知県西尾市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823214901700","1","20823214901700","愛知県蒲郡市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823215701700","1","20823215701700","愛知県犬山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823216501700","1","20823216501700","愛知県常滑市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823217301700","1","20823217301700","愛知県江南市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823219001700","1","20823219001700","愛知県小牧市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823220301700","1","20823220301700","愛知県稲沢市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823221101700","1","20823221101700","愛知県新城市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823222001700","1","20823222001700","愛知県東海市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823223801700","1","20823223801700","愛知県大府市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823224601700","1","20823224601700","愛知県知多市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823225401700","1","20823225401700","愛知県知立市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823226201700","1","20823226201700","愛知県尾張旭市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823227101700","1","20823227101700","愛知県高浜市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823228901700","1","20823228901700","愛知県岩倉市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823229701700","1","20823229701700","愛知県豊明市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823230101700","1","20823230101700","愛知県日進市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823231901700","1","20823231901700","愛知県田原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823232701700","1","20823232701700","愛知県愛西市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823233501700","1","20823233501700","愛知県清須市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823234301700","1","20823234301700","愛知県北名古屋市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823235101700","1","20823235101700","愛知県弥富市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823236001700","1","20823236001700","愛知県みよし市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823237801700","1","20823237801700","愛知県あま市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823238601700","1","20823238601700","愛知県長久手市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823302101700","1","20823302101700","愛知県東郷町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823342101700","1","20823342101700","愛知県豊山町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823361701700","1","20823361701700","愛知県大口町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823362501700","1","20823362501700","愛知県扶桑町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823424901700","1","20823424901700","愛知県大治町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823425701700","1","20823425701700","愛知県蟹江町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823427301700","1","20823427301700","愛知県飛島村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823441901700","1","20823441901700","愛知県阿久比町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823442701700","1","20823442701700","愛知県東浦町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823445101700","1","20823445101700","愛知県南知多町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823446001700","1","20823446001700","愛知県美浜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823447801700","1","20823447801700","愛知県武豊町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823501601700","1","20823501601700","愛知県幸田町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823561001700","1","20823561001700","愛知県設楽町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823562801700","1","20823562801700","愛知県東栄町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620823563601700","1","20823563601700","愛知県豊根村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824201201700","1","20824201201700","三重県津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824202101700","1","20824202101700","三重県四日市市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824203901700","1","20824203901700","三重県伊勢市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824204701700","1","20824204701700","三重県松阪市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824205501700","1","20824205501700","三重県桑名市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824207101700","1","20824207101700","三重県鈴鹿市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824208001700","1","20824208001700","三重県名張市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824209801700","1","20824209801700","三重県尾鷲市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824210101700","1","20824210101700","三重県亀山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824211001700","1","20824211001700","三重県鳥羽市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824212801700","1","20824212801700","三重県熊野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824214401700","1","20824214401700","三重県いなべ市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824215201700","1","20824215201700","三重県志摩市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824216101700","1","20824216101700","三重県伊賀市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824303501700","1","20824303501700","三重県木曽岬町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824324801700","1","20824324801700","三重県東員町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824341801700","1","20824341801700","三重県菰野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824343401700","1","20824343401700","三重県朝日町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824344201700","1","20824344201700","三重県川越町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824441401700","1","20824441401700","三重県多気町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824442201700","1","20824442201700","三重県明和町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824443101700","1","20824443101700","三重県大台町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824461901700","1","20824461901700","三重県玉城町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824470801700","1","20824470801700","三重県度会町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824471601700","1","20824471601700","三重県大紀町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824472401700","1","20824472401700","三重県南伊勢町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824543701700","1","20824543701700","三重県紀北町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824561501700","1","20824561501700","三重県御浜町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620824562301700","1","20824562301700","三重県紀宝町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825201801700","1","20825201801700","滋賀県大津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825202601700","1","20825202601700","滋賀県彦根市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825203401700","1","20825203401700","滋賀県長浜市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825204201700","1","20825204201700","滋賀県近江八幡市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825206901700","1","20825206901700","滋賀県草津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825207701700","1","20825207701700","滋賀県守山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825208501700","1","20825208501700","滋賀県栗東市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825209301700","1","20825209301700","滋賀県甲賀市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825210701700","1","20825210701700","滋賀県野洲市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825211501700","1","20825211501700","滋賀県湖南市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825212301700","1","20825212301700","滋賀県高島市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825213101700","1","20825213101700","滋賀県東近江市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825214001700","1","20825214001700","滋賀県米原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825383901700","1","20825383901700","滋賀県日野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825384701700","1","20825384701700","滋賀県竜王町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825425801700","1","20825425801700","滋賀県愛荘町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825441001700","1","20825441001700","滋賀県豊郷町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825442801700","1","20825442801700","滋賀県甲良町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620825443601700","1","20825443601700","滋賀県多賀町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826100901700","1","20826100901700","京都府京都市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826201301700","1","20826201301700","京都府福知山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826202101700","1","20826202101700","京都府舞鶴市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826203001700","1","20826203001700","京都府綾部市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826204801700","1","20826204801700","京都府宇治市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826205601700","1","20826205601700","京都府宮津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826206401700","1","20826206401700","京都府亀岡市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826207201700","1","20826207201700","京都府城陽市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826208101700","1","20826208101700","京都府向日市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826209901700","1","20826209901700","京都府長岡京市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826210201700","1","20826210201700","京都府八幡市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826211101700","1","20826211101700","京都府京田辺市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826212901700","1","20826212901700","京都府京丹後市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826213701700","1","20826213701700","京都府南丹市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826214501700","1","20826214501700","京都府木津川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826303601700","1","20826303601700","京都府大山崎町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826322201700","1","20826322201700","京都府久御山町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826343501700","1","20826343501700","京都府井手町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826344301700","1","20826344301700","京都府宇治田原町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826364801700","1","20826364801700","京都府笠置町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826365601700","1","20826365601700","京都府和束町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826366401700","1","20826366401700","京都府精華町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826367201700","1","20826367201700","京都府南山城村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826407501700","1","20826407501700","京都府京丹波町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826463601700","1","20826463601700","京都府伊根町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620826465201700","1","20826465201700","京都府与謝野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827100401700","1","20827100401700","大阪府大阪市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827140301700","1","20827140301700","大阪府堺市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827202701700","1","20827202701700","大阪府岸和田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827203501700","1","20827203501700","大阪府豊中市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827204301700","1","20827204301700","大阪府池田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827205101700","1","20827205101700","大阪府吹田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827206001700","1","20827206001700","大阪府泉大津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827207801700","1","20827207801700","大阪府高槻市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827208601700","1","20827208601700","大阪府貝塚市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827209401700","1","20827209401700","大阪府守口市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827210801700","1","20827210801700","大阪府枚方市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827211601700","1","20827211601700","大阪府茨木市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827212401700","1","20827212401700","大阪府八尾市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827213201700","1","20827213201700","大阪府泉佐野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827214101700","1","20827214101700","大阪府富田林市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827215901700","1","20827215901700","大阪府寝屋川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827216701700","1","20827216701700","大阪府河内長野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827217501700","1","20827217501700","大阪府松原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827218301700","1","20827218301700","大阪府大東市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827219101700","1","20827219101700","大阪府和泉市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827220501700","1","20827220501700","大阪府箕面市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827221301700","1","20827221301700","大阪府柏原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827222101700","1","20827222101700","大阪府羽曳野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827223001700","1","20827223001700","大阪府門真市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827224801700","1","20827224801700","大阪府摂津市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827225601700","1","20827225601700","大阪府高石市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827226401700","1","20827226401700","大阪府藤井寺市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827227201700","1","20827227201700","大阪府東大阪市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827228101700","1","20827228101700","大阪府泉南市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827229901700","1","20827229901700","大阪府四條畷市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827230201700","1","20827230201700","大阪府交野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827231101700","1","20827231101700","大阪府大阪狭山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827232901700","1","20827232901700","大阪府阪南市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827301501700","1","20827301501700","大阪府島本町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827321001700","1","20827321001700","大阪府豊能町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827322801700","1","20827322801700","大阪府能勢町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827341401700","1","20827341401700","大阪府忠岡町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827361901700","1","20827361901700","大阪府熊取町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827362701700","1","20827362701700","大阪府田尻町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827366001700","1","20827366001700","大阪府岬町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827381301700","1","20827381301700","大阪府太子町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827382101700","1","20827382101700","大阪府河南町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620827383001700","1","20827383001700","大阪府千早赤阪村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828100001700","1","20828100001700","兵庫県神戸市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828201401700","1","20828201401700","兵庫県姫路市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828202201700","1","20828202201700","兵庫県尼崎市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828203101700","1","20828203101700","兵庫県明石市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828204901700","1","20828204901700","兵庫県西宮市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828205701700","1","20828205701700","兵庫県洲本市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828206501700","1","20828206501700","兵庫県芦屋市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828207301700","1","20828207301700","兵庫県伊丹市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828208101700","1","20828208101700","兵庫県相生市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828209001700","1","20828209001700","兵庫県豊岡市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828210301700","1","20828210301700","兵庫県加古川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828212001700","1","20828212001700","兵庫県赤穂市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828213801700","1","20828213801700","兵庫県西脇市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828214601700","1","20828214601700","兵庫県宝塚市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828215401700","1","20828215401700","兵庫県三木市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828216201700","1","20828216201700","兵庫県高砂市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828217101700","1","20828217101700","兵庫県川西市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828218901700","1","20828218901700","兵庫県小野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828219701700","1","20828219701700","兵庫県三田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828220101700","1","20828220101700","兵庫県加西市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828221901700","1","20828221901700","兵庫県篠山市教育委員会","0","2009/01/01 00:00","2019/04/30 23:59","0009"
"0620828221901700","2","20828221901700","兵庫県丹波篠山市教育委員会","0","2019/05/01 00:00","9999/12/31 23:59","0009"
"0620828222701700","1","20828222701700","兵庫県養父市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828223501700","1","20828223501700","兵庫県丹波市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828224301700","1","20828224301700","兵庫県南あわじ市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828225101700","1","20828225101700","兵庫県朝来市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828226001700","1","20828226001700","兵庫県淡路市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828227801700","1","20828227801700","兵庫県宍粟市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828228601700","1","20828228601700","兵庫県加東市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828229401700","1","20828229401700","兵庫県たつの市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828301101700","1","20828301101700","兵庫県猪名川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828365701700","1","20828365701700","兵庫県多可町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828381901700","1","20828381901700","兵庫県稲美町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828382701700","1","20828382701700","兵庫県播磨町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828442401700","1","20828442401700","兵庫県市川町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828443201700","1","20828443201700","兵庫県福崎町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828446701700","1","20828446701700","兵庫県神河町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828464501700","1","20828464501700","兵庫県太子町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828481501700","1","20828481501700","兵庫県上郡町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828501301700","1","20828501301700","兵庫県佐用町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828585401700","1","20828585401700","兵庫県香美町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620828586201700","1","20828586201700","兵庫県新温泉町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829201001700","1","20829201001700","奈良県奈良市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829202801700","1","20829202801700","奈良県大和高田市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829203601700","1","20829203601700","奈良県大和郡山市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829204401700","1","20829204401700","奈良県天理市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829205201700","1","20829205201700","奈良県橿原市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829206101700","1","20829206101700","奈良県桜井市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829207901700","1","20829207901700","奈良県五條市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829208701700","1","20829208701700","奈良県御所市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829209501700","1","20829209501700","奈良県生駒市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829210901700","1","20829210901700","奈良県香芝市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829211701700","1","20829211701700","奈良県葛城市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829212501700","1","20829212501700","奈良県宇陀市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829322901700","1","20829322901700","奈良県山添村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829342301700","1","20829342301700","奈良県平群町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829343101700","1","20829343101700","奈良県三郷町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829344001700","1","20829344001700","奈良県斑鳩町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829345801700","1","20829345801700","奈良県安堵町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829361001700","1","20829361001700","奈良県川西町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829362801700","1","20829362801700","奈良県三宅町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829363601700","1","20829363601700","奈良県田原本町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829385701700","1","20829385701700","奈良県曽爾村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829386501700","1","20829386501700","奈良県御杖村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829401201700","1","20829401201700","奈良県高取町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829402101700","1","20829402101700","奈良県明日香村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829424101700","1","20829424101700","奈良県上牧町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829425001700","1","20829425001700","奈良県王寺町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829426801700","1","20829426801700","奈良県広陵町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829427601700","1","20829427601700","奈良県河合町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829441101700","1","20829441101700","奈良県吉野町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829442001700","1","20829442001700","奈良県大淀町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829443801700","1","20829443801700","奈良県下市町教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829444601700","1","20829444601700","奈良県黒滝村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829446201700","1","20829446201700","奈良県天川村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829447101700","1","20829447101700","奈良県野迫川村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829449701700","1","20829449701700","奈良県十津川村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829450101700","1","20829450101700","奈良県下北山村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829451901700","1","20829451901700","奈良県上北山村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620829452701700","1","20829452701700","奈良県川上村教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
